Date,Open,High,Low,Close,Adj Close,Volume
2002-02-04,88.500000,88.500000,85.849998,85.849998,58.809940,2600
2002-02-05,85.599998,85.790001,84.769997,85.790001,58.768818,15300
2002-02-06,85.599998,85.599998,83.750000,84.470001,57.864563,3700
2002-02-07,84.199997,86.050003,84.199997,85.199997,58.364674,4200
2002-02-08,86.300003,87.000000,85.900002,86.900002,59.529175,8300
2002-02-11,87.139999,87.800003,86.500000,87.800003,60.145718,5800
2002-02-12,87.500000,87.519997,87.150002,87.150002,59.700466,4300
2002-02-13,88.550003,88.550003,87.800003,88.290001,60.481426,1100
2002-02-14,87.650002,89.000000,87.650002,87.849998,60.179977,9700
2002-02-15,86.849998,87.250000,86.800003,86.800003,59.460701,3200
2002-02-19,86.000000,86.000000,84.559998,84.559998,57.926243,4700
2002-02-20,85.000000,86.040001,83.769997,86.040001,58.940071,5700
2002-02-21,86.199997,86.449997,84.650002,84.650002,57.987915,2500
2002-02-22,84.099998,84.919998,83.349998,84.349998,57.782352,3100
2002-02-25,85.099998,86.949997,85.099998,86.949997,59.563446,3600
2002-02-26,86.900002,87.620003,86.550003,87.230003,59.755276,7500
2002-02-27,88.849998,88.849998,87.550003,87.550003,59.974472,2600
2002-02-28,88.199997,88.900002,88.199997,88.500000,60.625252,1500
2002-03-01,88.400002,89.550003,88.199997,89.550003,61.344536,7100
2002-03-04,90.500000,92.779999,90.500000,92.779999,63.557220,23800
2002-03-05,92.300003,93.699997,92.300003,92.500000,63.365376,6300
2002-03-06,93.050003,94.699997,93.050003,94.449997,64.701172,3200
2002-03-07,94.849998,95.050003,93.400002,94.099998,64.461441,30800
2002-03-08,94.849998,95.070000,94.330002,94.330002,64.813919,3800
2002-03-11,94.199997,95.500000,94.199997,95.000000,65.274261,5000
2002-03-12,94.150002,95.459999,94.150002,95.330002,65.500992,4400
2002-03-13,94.839996,94.980003,94.480003,94.599998,64.999428,7100
2002-03-14,94.150002,94.669998,94.019997,94.480003,64.916969,6000
2002-03-15,95.010002,96.480003,95.010002,96.360001,66.208702,3400
2002-03-18,96.949997,96.949997,95.669998,96.279999,66.153740,5100
2002-03-19,96.849998,97.110001,96.739998,97.040001,66.675934,14900
2002-03-20,96.000000,96.150002,95.500000,95.500000,65.617813,7600
2002-03-21,95.269997,95.379997,94.300003,95.099998,65.342972,5600
2002-03-22,94.820000,95.500000,94.820000,95.010002,65.281151,3500
2002-03-25,95.300003,95.300003,94.139999,94.139999,64.683350,6000
2002-03-26,95.400002,95.580002,94.400002,94.849998,65.171196,13100
2002-03-27,94.849998,96.029999,94.849998,95.570000,65.665894,1700
2002-03-28,96.129997,96.129997,95.070000,95.230003,65.432289,2200
2002-04-01,94.300003,94.470001,93.720001,94.470001,64.910103,4200
2002-04-02,94.949997,95.180000,94.669998,94.820000,65.150581,3300
2002-04-03,94.540001,94.849998,93.519997,93.849998,64.484070,2300
2002-04-04,93.900002,94.250000,93.730003,93.849998,64.484070,1500
2002-04-05,95.199997,95.279999,94.900002,95.000000,65.274261,1200
2002-04-08,93.750000,95.250000,93.750000,95.029999,65.294876,6400
2002-04-09,95.300003,95.510002,95.300003,95.309998,65.487267,2600
2002-04-10,95.519997,95.879997,95.519997,95.879997,65.878937,3400
2002-04-11,95.720001,95.720001,93.099998,93.250000,64.071838,6800
2002-04-12,93.849998,94.379997,93.849998,94.379997,64.848259,4100
2002-04-15,94.500000,94.500000,93.199997,93.389999,64.168030,4700
2002-04-16,93.849998,95.750000,93.849998,95.540001,65.645279,11800
2002-04-17,95.370003,96.150002,94.900002,95.750000,65.789597,7600
2002-04-18,95.940002,95.940002,94.650002,95.580002,65.672829,1500
2002-04-19,95.949997,95.949997,95.580002,95.580002,65.672829,6200
2002-04-22,95.400002,95.400002,94.169998,94.169998,64.703979,2900
2002-04-23,94.250000,94.730003,93.870003,94.599998,64.999428,1900
2002-04-24,94.480003,94.480003,93.699997,93.699997,64.381050,1800
2002-04-25,92.419998,92.760002,91.900002,92.559998,63.597744,10700
2002-04-26,92.849998,92.849998,92.150002,92.150002,63.316021,22200
2002-04-29,91.800003,92.449997,91.220001,91.410004,62.807568,2500
2002-04-30,91.510002,92.980003,91.050003,92.330002,63.439701,11300
2002-05-01,91.860001,92.809998,91.519997,92.709999,63.700794,18900
2002-05-02,93.050003,93.790001,93.050003,93.720001,64.394791,3700
2002-05-03,93.419998,93.790001,93.040001,93.699997,64.381050,2300
2002-05-06,93.559998,93.699997,91.430000,91.430000,62.821381,5300
2002-05-07,91.900002,92.330002,91.459999,91.860001,63.116798,3000
2002-05-08,93.199997,94.290001,93.199997,94.290001,64.786438,3000
2002-05-09,93.500000,93.709999,93.120003,93.120003,63.982506,5000
2002-05-10,93.300003,93.300003,92.300003,92.500000,63.556519,3000
2002-05-13,93.120003,93.489998,92.750000,93.379997,64.161148,4300
2002-05-14,94.790001,95.239998,94.500000,95.239998,65.439171,2300
2002-05-15,94.919998,96.279999,94.919998,95.449997,65.583420,8600
2002-05-16,95.750000,96.089996,95.650002,95.930000,65.913254,6100
2002-05-17,96.550003,96.550003,96.110001,96.339996,66.194954,5500
2002-05-20,95.750000,95.750000,94.709999,94.949997,65.239906,22800
2002-05-21,95.550003,95.879997,94.250000,94.250000,64.758934,8500
2002-05-22,94.029999,94.059998,93.419998,94.019997,64.600937,8500
2002-05-23,94.480003,95.019997,94.120003,95.019997,65.288010,7600
2002-05-24,94.949997,95.099998,94.279999,94.339996,64.820770,1700
2002-05-28,94.379997,94.379997,92.690002,93.160004,64.010017,5100
2002-05-29,92.919998,93.489998,92.879997,92.949997,63.865692,7300
2002-05-30,92.250000,93.080002,91.959999,92.599998,63.625248,1200
2002-05-31,93.160004,93.800003,93.000000,93.000000,63.900070,1900
2002-06-03,93.150002,93.250000,90.900002,90.900002,62.457172,18500
2002-06-04,90.529999,90.849998,89.849998,90.309998,62.051796,7700
2002-06-05,90.540001,91.190002,90.459999,90.709999,62.326611,3200
2002-06-06,91.050003,91.050003,89.080002,89.080002,61.206627,3700
2002-06-07,88.250000,89.209999,88.250000,89.110001,61.227234,2800
2002-06-10,89.199997,90.199997,89.099998,89.870003,61.749447,15000
2002-06-11,90.500000,90.750000,88.309998,88.309998,60.677547,9900
2002-06-12,88.099998,88.860001,87.400002,88.860001,61.055477,4600
2002-06-13,88.089996,88.089996,86.650002,86.650002,59.536980,6200
2002-06-14,85.230003,87.300003,85.230003,87.120003,60.120796,5400
2002-06-17,87.949997,90.720001,87.949997,90.550003,62.487858,19300
2002-06-18,90.209999,91.199997,89.860001,91.169998,62.915688,2700
2002-06-19,90.199997,90.580002,89.820000,89.860001,62.011662,4000
2002-06-20,89.449997,89.550003,88.050003,88.050003,60.762608,3200
2002-06-21,87.430000,87.849998,87.220001,87.459999,60.355446,1500
2002-06-24,86.800003,87.680000,85.199997,87.239998,60.203632,2700
2002-06-25,87.779999,87.779999,87.099998,87.099998,60.107029,1400
2002-06-26,83.750000,84.559998,83.110001,84.559998,58.354206,6100
2002-06-27,85.779999,86.919998,84.959999,86.919998,59.982796,5200
2002-06-28,87.000000,88.000000,87.000000,88.000000,60.728104,1600
2002-07-01,87.860001,87.860001,86.529999,86.529999,59.713680,3600
2002-07-02,85.449997,85.449997,84.690002,84.690002,58.443890,6800
2002-07-03,83.550003,83.550003,83.110001,83.239998,57.443249,6200
2002-07-05,84.699997,87.000000,84.699997,86.949997,60.003517,10100
2002-07-08,87.599998,87.599998,86.099998,86.669998,59.810287,26900
2002-07-09,86.599998,86.940002,84.970001,84.970001,58.637096,1800
2002-07-10,84.320000,85.019997,82.050003,82.050003,56.622063,8600
2002-07-11,81.320000,83.099998,80.480003,83.000000,57.277645,20300
2002-07-12,83.050003,83.050003,81.910004,81.910004,56.525471,4500
2002-07-15,80.400002,80.529999,79.349998,79.349998,54.758781,1400
2002-07-16,81.120003,81.599998,80.800003,80.800003,55.759445,4000
2002-07-17,82.230003,82.230003,80.099998,80.430000,55.504078,59500
2002-07-18,80.430000,80.430000,77.860001,77.889999,53.751274,11500
2002-07-19,76.500000,76.940002,76.089996,76.260002,52.626404,3800
2002-07-22,75.300003,75.550003,73.160004,73.849998,50.963306,2400
2002-07-23,72.550003,72.550003,68.400002,69.199997,47.754395,21900
2002-07-24,66.000000,73.500000,66.000000,73.500000,50.721748,14100
2002-07-25,72.500000,74.900002,72.199997,73.199997,50.514751,11900
2002-07-26,73.449997,74.699997,73.449997,74.699997,51.549873,11000
2002-07-29,77.599998,79.559998,77.599998,79.559998,54.903687,7200
2002-07-30,78.250000,80.089996,77.599998,79.419998,54.807110,8700
2002-07-31,80.349998,80.349998,78.849998,80.300003,55.414379,9200
2002-08-01,79.949997,80.300003,78.500000,78.739998,54.337837,7600
2002-08-02,77.959999,78.300003,76.250000,76.250000,52.619507,1300
2002-08-05,75.800003,75.849998,74.110001,74.150002,51.170345,10500
2002-08-06,75.820000,77.599998,75.599998,76.400002,52.723030,8400
2002-08-07,77.000000,77.800003,75.949997,77.699997,53.620152,2200
2002-08-08,78.949997,81.419998,78.949997,81.349998,56.138988,2800
2002-08-09,80.589996,82.800003,80.589996,82.290001,56.787685,13400
2002-08-12,80.949997,82.029999,80.230003,81.349998,56.138988,29100
2002-08-13,81.300003,82.550003,79.820000,79.820000,55.083122,7400
2002-08-14,79.699997,83.050003,78.949997,83.050003,57.312141,18600
2002-08-15,83.050003,84.050003,82.900002,83.839996,57.857296,8400
2002-08-16,82.650002,83.849998,82.360001,83.250000,57.450123,5600
2002-08-19,83.099998,85.349998,83.099998,85.349998,58.899357,5700
2002-08-20,84.550003,84.800003,83.400002,83.660004,57.733086,16700
2002-08-21,84.699997,85.000000,83.150002,84.599998,58.381805,12400
2002-08-22,84.349998,85.150002,84.349998,84.949997,58.623314,1900
2002-08-23,84.599998,84.599998,83.599998,83.599998,57.691704,7900
2002-08-26,83.900002,85.199997,83.459999,85.099998,58.726826,15300
2002-08-27,85.800003,85.800003,84.260002,84.360001,58.216152,9400
2002-08-28,83.800003,83.910004,82.800003,82.860001,57.181023,4000
2002-08-29,81.650002,83.599998,81.650002,83.449997,57.588169,14100
2002-08-30,83.459999,84.300003,83.250000,83.250000,57.450123,10000
2002-09-03,81.989998,81.989998,79.260002,79.260002,54.696701,31200
2002-09-04,79.260002,81.449997,79.250000,81.290001,56.097591,14600
2002-09-05,79.650002,80.489998,78.660004,79.849998,55.103851,20400
2002-09-06,81.199997,81.639999,81.010002,81.010002,55.904354,9900
2002-09-09,80.500000,82.739998,80.010002,82.739998,57.098240,4700
2002-09-10,82.550003,82.550003,81.000000,81.389999,56.166592,3600
2002-09-11,82.790001,82.790001,80.809998,80.809998,55.766331,3600
2002-09-12,79.400002,79.400002,78.360001,78.360001,54.075642,3200
2002-09-13,77.900002,78.989998,77.610001,78.699997,54.628132,6300
2002-09-16,78.449997,78.500000,77.459999,78.410004,54.426849,2200
2002-09-17,79.550003,79.839996,76.709999,76.709999,53.246811,12100
2002-09-18,74.800003,76.650002,74.760002,76.650002,53.205177,12600
2002-09-19,74.400002,74.639999,73.250000,73.250000,50.845127,26800
2002-09-20,73.349998,73.349998,72.209999,73.089996,50.734039,16500
2002-09-23,71.699997,73.199997,71.000000,73.120003,50.754894,7600
2002-09-24,71.879997,73.500000,71.250000,71.550003,49.665112,9100
2002-09-25,72.750000,73.800003,71.349998,73.250000,50.845127,10300
2002-09-26,75.000000,75.250000,74.050003,74.949997,52.025150,17800
2002-09-27,74.900002,75.449997,73.000000,73.500000,51.018642,2600
2002-09-30,71.300003,73.250000,70.500000,73.250000,50.845127,6000
2002-10-01,73.199997,76.349998,73.050003,76.250000,52.927513,62100
2002-10-02,74.750000,75.800003,73.250000,73.250000,50.845127,4300
2002-10-03,72.000000,72.800003,69.599998,69.599998,48.311546,13700
2002-10-04,70.000000,70.000000,67.099998,67.849998,47.096806,59100
2002-10-07,67.550003,67.550003,65.000000,65.000000,45.118526,64400
2002-10-08,66.949997,68.099998,65.750000,67.599998,46.923283,7500
2002-10-09,66.349998,66.400002,64.849998,64.849998,45.014431,9300
2002-10-10,65.699997,68.650002,65.000000,68.550003,47.582718,4600
2002-10-11,70.650002,73.300003,70.650002,72.099998,50.046875,14800
2002-10-14,71.300003,73.050003,71.300003,72.500000,50.324524,58900
2002-10-15,76.800003,77.500000,76.199997,77.400002,53.725784,15600
2002-10-16,76.550003,77.000000,75.769997,76.010002,52.760921,61300
2002-10-17,78.800003,78.800003,77.750000,78.250000,54.315765,8700
2002-10-18,77.699997,79.500000,77.349998,78.750000,54.662842,8300
2002-10-21,78.150002,79.949997,77.849998,79.800003,55.391663,5000
2002-10-22,78.750000,79.550003,78.650002,78.699997,54.628132,18300
2002-10-23,78.150002,79.440002,76.760002,79.440002,55.141808,8100
2002-10-24,80.150002,80.300003,77.599998,77.889999,54.065899,35100
2002-10-25,77.199997,79.599998,77.199997,79.599998,55.252884,11700
2002-10-28,80.900002,81.040001,79.599998,79.599998,55.252884,17700
2002-10-29,79.150002,79.150002,77.599998,77.599998,53.864594,6500
2002-10-30,80.000000,80.099998,79.410004,80.000000,55.530510,2800
2002-10-31,80.250000,80.550003,79.440002,79.650002,55.287560,11200
2002-11-01,79.050003,81.300003,78.849998,81.050003,56.259361,5600
2002-11-04,82.199997,83.449997,81.500000,81.589996,56.634174,29200
2002-11-05,81.919998,82.040001,81.050003,81.699997,56.710537,4400
2002-11-06,81.500000,82.099998,80.000000,81.839996,56.807697,16700
2002-11-07,80.300003,80.300003,78.150002,78.500000,54.489307,12100
2002-11-08,78.599998,79.550003,77.599998,77.949997,54.107536,9800
2002-11-11,77.599998,77.599998,76.419998,76.550003,53.135765,18700
2002-11-12,77.209999,78.550003,77.209999,77.650002,53.899303,87100
2002-11-13,76.750000,78.250000,76.000000,77.550003,53.829895,17200
2002-11-14,79.050003,79.650002,78.900002,79.400002,55.114014,1800
2002-11-15,78.849998,80.150002,78.699997,80.150002,55.634644,6400
2002-11-18,80.699997,80.699997,78.699997,78.849998,54.732254,16400
2002-11-19,78.250000,79.400002,78.250000,78.849998,54.732254,5200
2002-11-20,78.849998,81.250000,78.849998,81.000000,56.224648,9900
2002-11-21,82.440002,83.650002,82.250000,83.500000,57.959965,10400
2002-11-22,83.050003,83.940002,83.050003,83.489998,57.953014,23300
2002-11-25,83.150002,83.800003,82.250000,82.699997,57.404659,9500
2002-11-26,81.949997,82.349998,80.699997,80.849998,56.120514,93700
2002-11-27,81.650002,83.349998,81.650002,83.110001,57.689255,2700
2002-11-29,83.349998,83.349998,82.699997,82.699997,57.404659,3600
2002-12-02,83.849998,84.139999,82.250000,82.339996,57.154762,30300
2002-12-03,81.849998,82.000000,81.250000,81.550003,56.606426,2800
2002-12-04,80.900002,81.800003,80.300003,81.099998,56.294018,99900
2002-12-05,80.400002,80.440002,79.889999,80.089996,55.592968,2000
2002-12-06,78.750000,80.940002,78.750000,80.400002,55.808182,14000
2002-12-09,80.150002,80.150002,78.949997,79.300003,55.044624,16200
2002-12-10,79.349998,80.449997,79.000000,80.449997,55.842865,12400
2002-12-11,80.099998,80.550003,79.760002,80.099998,55.599918,1400
2002-12-12,79.699997,80.900002,79.699997,80.449997,55.842865,8200
2002-12-13,78.849998,79.800003,78.599998,79.199997,55.214729,8000
2002-12-16,79.199997,81.150002,79.199997,81.150002,56.574200,5600
2002-12-17,81.160004,81.400002,80.959999,81.199997,56.609043,3400
2002-12-18,80.250000,80.250000,79.260002,79.500000,55.423855,15600
2002-12-19,79.449997,80.250000,78.349998,78.790001,54.928871,5100
2002-12-20,80.099998,80.800003,79.959999,80.500000,56.121048,10100
2002-12-23,80.099998,80.699997,79.949997,79.949997,55.737602,23300
2002-12-24,79.800003,79.800003,79.400002,79.699997,55.563297,3800
2002-12-26,80.150002,80.550003,79.650002,79.650002,55.528450,3500
2002-12-27,79.599998,79.599998,78.040001,78.290001,54.580307,13700
2002-12-30,77.900002,78.879997,77.750000,78.879997,54.991646,4300
2002-12-31,78.160004,78.650002,77.300003,78.349998,54.622143,4000
2003-01-02,79.440002,80.980003,78.599998,80.980003,56.455681,16200
2003-01-03,80.809998,81.099998,80.599998,80.930000,56.420826,10200
2003-01-06,81.519997,83.699997,81.440002,83.699997,58.351940,12500
2003-01-07,83.099998,83.169998,82.599998,82.709999,57.661751,5700
2003-01-08,81.849998,82.040001,81.699997,81.699997,56.957634,900
2003-01-09,82.599998,83.339996,82.599998,83.070000,57.912708,3000
2003-01-10,82.250000,83.500000,82.250000,83.290001,58.066074,6700
2003-01-13,84.199997,84.250000,83.309998,83.400002,58.142776,44800
2003-01-14,83.699997,84.180000,83.309998,84.180000,58.686569,22700
2003-01-15,83.500000,83.500000,82.449997,82.779999,57.710567,7600
2003-01-16,82.900002,83.000000,81.900002,81.900002,57.097065,8200
2003-01-17,81.449997,81.959999,81.430000,81.879997,57.083080,2000
2003-01-21,82.400002,82.400002,80.410004,80.690002,56.253498,20600
2003-01-22,80.000000,80.150002,79.019997,79.019997,55.089230,11900
2003-01-23,80.050003,80.290001,79.650002,80.290001,55.974632,1500
2003-01-24,79.629997,79.629997,77.559998,77.989998,54.371193,17500
2003-01-27,77.510002,77.860001,76.519997,76.900002,53.611271,6300
2003-01-28,76.750000,77.489998,76.750000,77.489998,54.022606,8200
2003-01-29,76.510002,77.769997,76.110001,77.669998,54.148075,5300
2003-01-30,78.000000,78.099998,76.339996,76.339996,53.220867,4300
2003-01-31,76.099998,77.500000,76.099998,77.000000,53.681007,24000
2003-02-03,77.559998,77.650002,77.559998,77.559998,54.071369,2300
2003-02-04,76.599998,76.599998,75.849998,76.150002,53.088413,5900
2003-02-05,76.019997,77.459999,75.660004,75.660004,52.746796,27000
2003-02-06,75.290001,75.540001,74.900002,75.410004,52.572517,12200
2003-02-07,75.309998,75.540001,74.519997,74.550003,51.972954,4500
2003-02-10,74.800003,75.040001,73.959999,74.709999,52.084488,1900
2003-02-11,74.370003,74.370003,74.370003,74.370003,51.847458,100
2003-02-12,74.099998,74.589996,73.370003,73.500000,51.240936,3300
2003-02-13,73.019997,73.949997,72.559998,73.949997,51.554661,1200
2003-02-14,73.690002,74.730003,73.690002,74.550003,51.972954,1800
2003-02-18,75.949997,76.650002,75.949997,76.230003,53.144196,10800
2003-02-19,76.089996,76.089996,75.849998,75.849998,52.879261,1200
2003-02-20,76.099998,76.099998,75.419998,75.680000,52.760742,11700
2003-02-21,75.010002,76.639999,75.010002,76.199997,53.123276,20800
2003-02-24,75.559998,75.790001,74.519997,74.519997,51.952026,3600
2003-02-25,73.599998,74.480003,73.349998,74.480003,51.924149,12100
2003-02-26,74.730003,74.730003,73.949997,74.239998,51.756828,900
2003-02-27,74.699997,75.449997,74.699997,75.160004,52.398220,2500
2003-02-28,75.470001,76.339996,75.470001,75.500000,52.635288,328800
2003-03-03,76.660004,76.660004,75.160004,75.160004,52.398220,6600
2003-03-04,74.760002,75.040001,74.500000,74.540001,51.965981,5800
2003-03-05,74.830002,74.839996,74.570000,74.650002,52.042683,13900
2003-03-06,74.660004,74.660004,73.949997,74.089996,51.652252,16400
2003-03-07,73.459999,74.699997,73.459999,74.699997,52.246063,13400
2003-03-10,73.870003,73.870003,71.900002,71.900002,50.287693,32900
2003-03-11,72.199997,72.199997,71.059998,71.260002,49.840103,9800
2003-03-12,70.650002,70.760002,69.150002,70.550003,49.343521,29900
2003-03-13,72.400002,73.550003,71.839996,73.550003,51.441750,6300
2003-03-14,74.099998,74.550003,73.250000,73.639999,51.504684,13100
2003-03-17,73.949997,76.099998,73.370003,76.099998,53.225269,3900
2003-03-18,76.400002,76.500000,75.550003,76.000000,53.155312,15200
2003-03-19,76.800003,77.449997,76.400002,77.449997,54.169468,9000
2003-03-20,77.199997,77.800003,75.959999,77.690002,54.337288,2500
2003-03-21,78.199997,79.000000,77.500000,79.000000,55.253536,29000
2003-03-24,77.599998,77.599998,76.550003,77.199997,53.994602,5100
2003-03-25,76.599998,77.800003,76.599998,77.290001,54.057552,1400
2003-03-26,77.550003,77.589996,76.809998,76.809998,53.721821,29900
2003-03-27,76.199997,76.500000,76.150002,76.500000,53.505001,2500
2003-03-28,76.500000,76.660004,76.160004,76.389999,53.428070,2900
2003-03-31,75.500000,75.500000,75.000000,75.400002,52.735664,2700
2003-04-01,75.250000,76.730003,75.110001,76.400002,53.435078,5300
2003-04-02,78.300003,78.889999,77.849998,78.320000,54.777920,6400
2003-04-03,78.949997,79.089996,77.959999,77.959999,54.526154,25900
2003-04-04,78.650002,79.000000,78.099998,78.699997,55.043690,8600
2003-04-07,80.199997,81.050003,78.550003,78.900002,55.183582,14200
2003-04-08,78.550003,79.349998,78.400002,79.000000,55.253536,15300
2003-04-09,79.150002,79.599998,78.019997,78.489998,54.896854,32700
2003-04-10,78.050003,78.500000,78.050003,78.500000,54.903820,2000
2003-04-11,79.750000,79.750000,78.199997,78.300003,54.763962,7100
2003-04-14,79.000000,80.349998,79.000000,80.339996,56.190731,7700
2003-04-15,80.400002,81.849998,80.400002,81.809998,57.218895,10000
2003-04-16,82.199997,82.339996,80.500000,80.650002,56.407566,5400
2003-04-17,80.269997,81.800003,80.269997,81.800003,57.211918,5100
2003-04-21,81.800003,82.000000,81.250000,81.250000,56.827183,6500
2003-04-22,81.099998,83.639999,80.750000,83.500000,58.400883,6300
2003-04-23,83.599998,84.550003,83.059998,84.400002,59.030342,8900
2003-04-24,83.599998,83.650002,82.559998,83.150002,58.156105,334600
2003-04-25,83.150002,83.150002,81.980003,82.010002,57.358791,3600
2003-04-28,82.349998,83.750000,82.349998,83.599998,58.470837,29200
2003-04-29,83.720001,84.300003,82.900002,83.599998,58.470837,7000
2003-04-30,83.099998,83.889999,83.099998,83.800003,58.610706,4000
2003-05-01,82.599998,83.949997,82.440002,83.550003,58.435852,5600
2003-05-02,83.419998,85.199997,83.419998,85.139999,59.547928,7000
2003-05-05,85.400002,85.400002,84.459999,84.790001,59.303089,8400
2003-05-06,85.000000,85.750000,85.000000,85.110001,59.526951,4200
2003-05-07,84.800003,85.599998,84.800003,85.449997,59.764744,11300
2003-05-08,84.750000,84.849998,83.750000,83.750000,58.575764,4600
2003-05-09,84.150002,84.699997,83.889999,84.699997,59.240170,2100
2003-05-12,84.199997,85.900002,84.199997,85.889999,60.072479,3600
2003-05-13,85.650002,86.000000,85.430000,85.739998,59.967564,3000
2003-05-14,85.949997,85.949997,85.019997,85.300003,59.659817,6900
2003-05-15,85.650002,86.000000,85.599998,85.790001,60.002537,3400
2003-05-16,85.820000,86.449997,85.660004,86.000000,60.149395,1500
2003-05-19,85.800003,85.800003,83.849998,84.139999,58.848515,3400
2003-05-20,84.250000,84.400002,83.400002,84.000000,58.750595,7600
2003-05-21,83.599998,84.599998,83.449997,84.449997,59.065319,12100
2003-05-22,84.500000,84.800003,84.160004,84.650002,59.205204,28300
2003-05-23,84.599998,84.949997,84.599998,84.800003,59.310104,1600
2003-05-27,84.050003,86.500000,84.050003,86.250000,60.324284,4200
2003-05-28,87.199997,88.250000,87.199997,87.650002,61.303444,17700
2003-05-29,87.849998,88.300003,87.019997,87.139999,60.946774,20800
2003-05-30,87.599998,88.800003,87.599998,88.550003,61.932934,3100
2003-06-02,89.699997,90.650002,89.250000,89.550003,62.632320,81300
2003-06-03,89.449997,90.300003,89.370003,90.099998,63.016998,13700
2003-06-04,90.250000,91.839996,90.250000,91.830002,64.226997,14600
2003-06-05,91.500000,92.699997,91.400002,92.500000,64.695580,11200
2003-06-06,93.699997,94.190002,92.250000,92.250000,64.520737,14500
2003-06-09,91.449997,91.449997,89.800003,89.900002,62.877125,31700
2003-06-10,90.790001,90.900002,89.900002,90.839996,63.534561,7000
2003-06-11,90.750000,92.500000,90.750000,92.449997,64.660629,15800
2003-06-12,92.750000,92.849998,91.449997,92.239998,64.513771,6500
2003-06-13,90.949997,91.400002,90.750000,91.400002,64.304108,4900
2003-06-16,92.300003,93.300003,92.190002,93.300003,65.640846,21800
2003-06-17,93.650002,93.650002,92.800003,93.300003,65.640846,23100
2003-06-18,92.349998,92.599998,91.949997,92.199997,64.866913,9400
2003-06-19,92.500000,92.500000,90.250000,90.250000,63.495033,10800
2003-06-20,90.699997,91.300003,90.250000,90.400002,63.600548,10700
2003-06-23,90.400002,90.400002,88.599998,88.790001,62.467846,30700
2003-06-24,88.750000,89.519997,88.699997,89.519997,62.981426,9700
2003-06-25,89.449997,90.550003,88.900002,88.900002,62.545197,10100
2003-06-26,88.900002,89.900002,88.900002,89.900002,63.248783,6900
2003-06-27,89.849998,90.120003,88.849998,89.000000,62.615604,5900
2003-06-30,89.800003,89.889999,88.900002,89.290001,62.819607,27400
2003-07-01,88.500000,90.290001,87.849998,90.290001,63.523151,33800
2003-07-02,90.500000,91.260002,90.410004,91.260002,64.205605,3300
2003-07-03,90.550003,91.400002,90.550003,90.849998,63.917160,7500
2003-07-07,91.849998,92.699997,91.849998,92.050003,64.761406,24200
2003-07-08,92.199997,93.199997,92.150002,93.199997,65.570480,13700
2003-07-09,93.150002,93.589996,92.550003,93.349998,65.676048,3200
2003-07-10,92.300003,92.500000,91.550003,91.800003,64.585526,2600
2003-07-11,91.900002,92.889999,91.900002,92.889999,65.352386,47800
2003-07-14,94.300003,96.000000,94.300003,94.900002,66.766487,35600
2003-07-15,95.400002,95.599998,93.949997,94.400002,66.414711,14400
2003-07-16,94.699997,94.699997,93.120003,93.400002,65.711197,9200
2003-07-17,92.500000,92.900002,91.610001,91.760002,64.557373,8300
2003-07-18,92.339996,93.199997,92.199997,93.199997,65.570480,5200
2003-07-21,93.199997,93.199997,91.510002,92.099998,64.796562,6600
2003-07-22,91.400002,93.000000,91.400002,93.000000,65.429787,3800
2003-07-23,92.849998,93.000000,92.449997,92.849998,65.324249,4000
2003-07-24,93.550003,93.900002,92.400002,92.400002,65.007652,6300
