secid,date,symbol,symbol_flag,exdate,last_date,cp_flag,strike_price,best_bid,best_offer,volume,open_interest,impl_volatility,delta,gamma,vega,theta,optionid,cfadj,am_settlement,contract_size,ss_flag,forward_price,expiry_indicator,root,suffix,cusip,ticker,sic,index_flag,exchange_d,class,issue_type,industry_group,issuer,exercise_style
106457,2016-09-06,IYG 160916P82000,1,2016-09-16,,P,82000,0,0.5,0,0,0.40976,-0.086829,0.025994,2.347782,-17.52541,112493424,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 160916P83000,1,2016-09-16,,P,83000,0,0.5,0,0,0.367816,-0.095234,0.03101,2.516191,-16.84154,112493425,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 160916P84000,1,2016-09-16,,P,84000,0,0.5,0,0,0.325409,-0.105666,0.037813,2.711653,-16.0673,112493426,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 160916P85000,1,2016-09-16,2016-07-27,P,85000,0,0.5,0,20,0.282336,-0.119057,0.047463,2.94966,-15.17428,112493427,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 160916P86000,1,2016-09-16,,P,86000,0,0.55,0,0,0.245769,-0.14429,0.062261,3.374258,-15.0722,112493428,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 160916P87000,1,2016-09-16,,P,87000,0,0.65,0,0,0.212172,-0.185647,0.084919,3.974291,-15.30482,112493429,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 160916P88000,1,2016-09-16,2016-08-25,P,88000,0,0.6,0,10,0.155791,-0.222609,0.128892,4.422064,-12.49511,112493430,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 160916P89000,1,2016-09-16,,P,89000,0.2,0.85,0,0,0.141746,-0.361323,0.17805,5.559804,-14.24391,112493431,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 160916P90000,1,2016-09-16,,P,90000,0.6,1.3,0,0,0.135233,-0.551135,0.197306,5.874388,-14.28837,112493432,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 160916P91000,1,2016-09-16,,P,91000,1.3,1.95,0,0,0.139629,-0.726697,0.161023,4.937335,-12.32585,112493433,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 160916P92000,1,2016-09-16,,P,92000,2.2,2.75,0,0,0.152833,-0.837098,0.109297,3.652431,-9.916874,112493434,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 160916P93000,1,2016-09-16,,P,93000,2.95,4,0,0,0.194067,-0.865412,0.075764,3.212269,-11.10976,112493435,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 160916P94000,1,2016-09-16,,P,94000,3.8,5,0,0,0.204011,-0.914484,0.052299,2.316186,-8.362222,112493436,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021C40000,1,2016-10-21,,C,40000,49.1,50.2,0,0,,,,,,112307013,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021C45000,1,2016-10-21,,C,45000,44.1,45.2,0,0,,,,,,110957550,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021C50000,1,2016-10-21,,C,50000,39.1,40.2,0,0,,,,,,110957551,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021C55000,1,2016-10-21,,C,55000,34.1,35.2,0,0,,,,,,110957552,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021C60000,1,2016-10-21,,C,60000,29.1,30.2,0,0,,,,,,110957553,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021C65000,1,2016-10-21,,C,65000,24.1,25.2,0,0,,,,,,110957554,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021C67000,1,2016-10-21,,C,67000,22.1,23.2,0,0,,,,,,110878718,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021C68000,1,2016-10-21,,C,68000,21.1,22.2,0,0,,,,,,110878719,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021C69000,1,2016-10-21,,C,69000,20.1,21.2,0,0,,,,,,110878720,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021C70000,1,2016-10-21,,C,70000,19.1,20.2,0,0,,,,,,110878721,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021C71000,1,2016-10-21,,C,71000,18.1,19.2,0,0,,,,,,110878722,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021C72000,1,2016-10-21,,C,72000,17.1,18.2,0,0,,,,,,110878723,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021C73000,1,2016-10-21,,C,73000,16.1,17.2,0,0,,,,,,110878724,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021C74000,1,2016-10-21,,C,74000,15.1,16.2,0,0,,,,,,110878725,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021C75000,1,2016-10-21,,C,75000,14.1,15.2,0,0,,,,,,110878726,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021C76000,1,2016-10-21,,C,76000,13.1,14.3,0,0,,,,,,110878727,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021C77000,1,2016-10-21,,C,77000,12.1,13.3,0,0,,,,,,110878728,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021C78000,1,2016-10-21,2016-08-30,C,78000,11.2,12.3,0,0,0.205672,0.989436,0.006096,1.033346,-1.600792,110878729,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021C79000,1,2016-10-21,2016-03-29,C,79000,9,13.5,0,10,0.331245,0.881672,0.021573,6.226987,-10.02099,110878730,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021C80000,1,2016-10-21,2016-08-24,C,80000,8,12.5,0,5,0.30786,0.874008,0.024288,6.486571,-9.761444,110878731,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021C81000,1,2016-10-21,,C,81000,8.3,9.4,0,0,0.205727,0.944551,0.022156,2.945541,-4.328413,110878732,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021C82000,1,2016-10-21,,C,82000,7.3,8.5,0,0,0.19969,0.923703,0.028683,4.382937,-5.150799,110878733,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021C83000,1,2016-10-21,2016-03-30,C,83000,6.4,10,0,10,0.345234,0.755825,0.030325,9.781609,-14.97958,110878734,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021C84000,1,2016-10-21,,C,84000,5.5,6.7,0,0,0.192394,0.85464,0.044575,6.52885,-7.155369,110878735,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021C85000,1,2016-10-21,2016-05-10,C,85000,4.7,8.5,0,17,0.323776,0.696764,0.035478,10.98184,-15.37487,110878736,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021C86000,1,2016-10-21,,C,86000,3.9,5,0,0,0.183997,0.755373,0.060484,9.914836,-8.7027,110878737,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021C87000,1,2016-10-21,2016-08-22,C,87000,2.9,4.6,0,1,0.184366,0.688856,0.065781,11.0213,-9.421861,110878738,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021C90000,1,2016-10-21,2016-08-05,C,90000,1.4,2.2,0,7,0.162805,0.472684,0.07949,12.46004,-8.775122,110957555,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021C95000,1,2016-10-21,2016-07-01,C,95000,0,5,0,8,,,,,,110957556,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021P40000,1,2016-10-21,,P,40000,0,0.5,0,0,1.187694,-0.016125,0.001078,1.269617,-6.109211,112307014,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021P45000,1,2016-10-21,,P,45000,0,0.5,0,0,1.030133,-0.018614,0.001405,1.43707,-5.986597,110957557,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021P50000,1,2016-10-21,,P,50000,0,0.5,0,0,0.888789,-0.021539,0.001843,1.62714,-5.842309,110957558,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021P55000,1,2016-10-21,,P,55000,0,0.55,0,0,0.773322,-0.026803,0.002545,1.951476,-6.103905,110957559,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021P60000,1,2016-10-21,,P,60000,0,0.55,0,0,0.653119,-0.031491,0.003444,2.230894,-5.889309,110957560,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021P65000,1,2016-10-21,2016-03-21,P,65000,0,0.6,0,20,0.550378,-0.039863,0.004958,2.70783,-6.014669,110957561,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021P67000,1,2016-10-21,,P,67000,0,0.6,0,0,0.506765,-0.043026,0.005728,2.877429,-5.888621,110878739,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021P68000,1,2016-10-21,,P,68000,0,0.6,0,0,0.4853,-0.044772,0.006176,2.969806,-5.821624,110878740,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021P69000,1,2016-10-21,2016-08-26,P,69000,0,0.6,0,0,0.464043,-0.046647,0.006676,3.067171,-5.751632,110878741,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021P70000,1,2016-10-21,,P,70000,0,0.6,0,0,0.44298,-0.048667,0.007234,3.171861,-5.678357,110878742,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021P71000,1,2016-10-21,,P,71000,0,0.6,0,0,0.422093,-0.050849,0.007863,3.285363,-5.601449,110878743,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021P72000,1,2016-10-21,,P,72000,0,0.6,0,0,0.401365,-0.053218,0.008573,3.406985,-5.520487,110878744,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021P73000,1,2016-10-21,,P,73000,0,0.65,0,0,0.387692,-0.05878,0.009599,3.691619,-5.76474,110878745,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021P74000,1,2016-10-21,,P,74000,0,0.65,0,0,0.366962,-0.061743,0.010539,3.837624,-5.667696,110878746,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021P75000,1,2016-10-21,,P,75000,0,0.65,0,0,0.34634,-0.065006,0.011622,3.995575,-5.564861,110878747,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021P76000,1,2016-10-21,,P,76000,0,0.65,0,0,0.325807,-0.068624,0.012883,4.164407,-5.455592,110878748,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021P77000,1,2016-10-21,,P,77000,0,0.7,0,0,0.310991,-0.076105,0.01461,4.503016,-5.633337,110878749,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021P78000,1,2016-10-21,,P,78000,0,0.7,0,0,0.290317,-0.080831,0.016381,4.714866,-5.500223,110878750,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021P79000,1,2016-10-21,,P,79000,0,0.75,0,0,0.274617,-0.089865,0.018747,5.109343,-5.627367,110878751,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021P80000,1,2016-10-21,,P,80000,0.05,0.8,0,0,0.26273,-0.103563,0.021746,5.6608,-5.969224,110878752,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021P81000,1,2016-10-21,,P,81000,0.05,0.85,0,0,0.245402,-0.11506,0.025113,6.101274,-6.006793,110878753,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021P82000,1,2016-10-21,,P,82000,0.1,0.8,0,0,0.223564,-0.124501,0.029143,6.455107,-5.776342,110878754,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021P83000,1,2016-10-21,,P,83000,0.2,0.9,0,0,0.215552,-0.150917,0.034467,7.361611,-6.341023,110878755,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021P84000,1,2016-10-21,2016-07-11,P,84000,0.3,0.95,0,12,0.201703,-0.17641,0.040763,8.154953,-6.552985,110878756,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021P85000,1,2016-10-21,,P,85000,0.45,1.2,0,0,0.199573,-0.220817,0.047183,9.326104,-7.411208,110878757,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021P86000,1,2016-10-21,,P,86000,0.65,1.4,0,0,0.192853,-0.267269,0.054133,10.33932,-7.91863,110878758,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021P87000,1,2016-10-21,2016-08-22,P,87000,0,5,0,1,,,,,,110878759,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021P90000,1,2016-10-21,,P,90000,2,3,0,0,0.17731,-0.52418,0.071366,12.49032,-8.666197,110957562,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 161021P95000,1,2016-10-21,,P,95000,3.5,8,0,0,0.13434,-0.896178,0.043824,5.491574,-2.55252,110957563,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 170120C100000,1,2017-01-20,2016-08-22,C,100000,0,0.95,0,1,0.151178,0.121517,0.02455,11.02246,-2.346446,111944087,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 170120C40000,1,2017-01-20,,C,40000,49.1,50.2,0,0,,,,,,112307015,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 170120C45000,1,2017-01-20,,C,45000,44.1,45.2,0,0,,,,,,111944088,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 170120C50000,1,2017-01-20,,C,50000,39.1,40.2,0,0,,,,,,111944089,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 170120C55000,1,2017-01-20,,C,55000,34.1,35.2,0,0,,,,,,111944090,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 170120C60000,1,2017-01-20,,C,60000,29.1,30.2,0,0,,,,,,111944091,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 170120C65000,1,2017-01-20,,C,65000,24.1,25.3,0,0,,,,,,111944092,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 170120C70000,1,2017-01-20,,C,70000,19.3,20.4,0,0,0.248584,0.966679,0.007792,3.353281,-2.506099,111944093,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 170120C74000,1,2017-01-20,,C,74000,15.3,16.8,0,0,0.236216,0.925166,0.013056,7.367276,-3.500602,111877459,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 170120C75000,1,2017-01-20,,C,75000,14.3,15.8,0,0,0.223292,0.921425,0.01431,7.611247,-3.445721,111877460,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-06,IYG 170120C76000,1,2017-01-20,,C,76000,13.4,14.9,0,0,0.221981,0.905619,0.015811,8.608432,-3.705339,111877461,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
