secid,date,days,forward_price,strike_price,impl_volatility,cp_flag,index_flag
106457,2006-02-10,122,117.524354,117.524354,0.110114,C,0
106457,2006-02-10,152,118.022047,118.022047,0.106692,C,0
106457,2006-02-10,182,118.521394,118.521394,0.106259,C,0
106457,2006-02-10,10,115.756475,0,,P,0
106457,2006-02-10,30,116.050918,116.050918,0.269781,P,0
106457,2006-02-10,60,116.518124,116.518124,0.144586,P,0
106457,2006-02-10,91,117.017852,117.017852,0.144632,P,0
106457,2006-02-10,122,117.524354,117.524354,0.153182,P,0
106457,2006-02-10,152,118.022047,118.022047,0.155895,P,0
106457,2006-02-10,182,118.521394,118.521394,0.1559,P,0
106457,2006-02-13,10,115.396044,0,,C,0
106457,2006-02-13,30,115.689578,115.689578,0.219403,C,0
106457,2006-02-13,60,116.158099,116.158099,0.114874,C,0
106457,2006-02-13,91,116.657019,116.657019,0.114402,C,0
106457,2006-02-13,122,117.162288,117.162288,0.113344,C,0
106457,2006-02-13,152,117.657711,117.657711,0.108162,C,0
106457,2006-02-13,182,118.157307,118.157307,0.106136,C,0
106457,2006-02-13,10,115.396044,0,,P,0
106457,2006-02-13,30,115.689578,115.689578,0.272807,P,0
106457,2006-02-13,60,116.158099,116.158099,0.152501,P,0
106457,2006-02-13,91,116.657019,116.657019,0.152369,P,0
106457,2006-02-13,122,117.162288,117.162288,0.155482,P,0
106457,2006-02-13,152,117.657711,117.657711,0.159328,P,0
106457,2006-02-13,182,118.157307,118.157307,0.159585,P,0
106457,2006-02-14,10,116.707687,0,,C,0
106457,2006-02-14,30,117.004748,117.004748,0.147447,C,0
106457,2006-02-14,60,117.479943,117.479943,0.111287,C,0
106457,2006-02-14,91,117.985708,117.985708,0.110721,C,0
106457,2006-02-14,122,118.49783,118.49783,0.10878,C,0
106457,2006-02-14,152,118.999978,118.999978,0.107481,C,0
106457,2006-02-14,182,119.505884,119.505884,0.107371,C,0
106457,2006-02-14,10,116.707687,0,,P,0
106457,2006-02-14,30,117.004748,117.004748,0.134862,P,0
106457,2006-02-14,60,117.479943,117.479943,0.14278,P,0
106457,2006-02-14,91,117.985708,117.985708,0.14238,P,0
106457,2006-02-14,122,118.49783,118.49783,0.147678,P,0
106457,2006-02-14,152,118.999978,118.999978,0.15254,P,0
106457,2006-02-14,182,119.505884,119.505884,0.152868,P,0
106457,2006-02-15,10,117.488661,0,,C,0
106457,2006-02-15,30,117.787921,117.787921,0.129129,C,0
106457,2006-02-15,60,118.26749,118.26749,0.109474,C,0
106457,2006-02-15,91,118.777324,118.777324,0.10943,C,0
106457,2006-02-15,122,119.293469,119.293469,0.1087,C,0
106457,2006-02-15,152,119.799562,119.799562,0.107951,C,0
106457,2006-02-15,182,120.309408,120.309408,0.107872,C,0
106457,2006-02-15,10,117.488661,0,,P,0
106457,2006-02-15,30,117.787921,117.787921,0.134971,P,0
106457,2006-02-15,60,118.26749,118.26749,0.144067,P,0
106457,2006-02-15,91,118.777324,118.777324,0.144102,P,0
106457,2006-02-15,122,119.293469,119.293469,0.149564,P,0
106457,2006-02-15,152,119.799562,119.799562,0.156124,P,0
106457,2006-02-15,182,120.309408,120.309408,0.156812,P,0
106457,2006-02-16,10,118.479947,0,,C,0
106457,2006-02-16,30,118.782203,118.782203,0.111037,C,0
106457,2006-02-16,60,119.266584,119.266584,0.105409,C,0
106457,2006-02-16,91,119.779139,119.779139,0.105381,C,0
106457,2006-02-16,122,120.299495,120.299495,0.104983,C,0
106457,2006-02-16,152,120.809868,120.809868,0.104157,C,0
106457,2006-02-16,182,121.323897,121.323897,0.104022,C,0
106457,2006-02-16,10,118.479947,0,,P,0
106457,2006-02-16,30,118.782203,118.782203,0.110663,P,0
106457,2006-02-16,60,119.266584,119.266584,0.141677,P,0
106457,2006-02-16,91,119.779139,119.779139,0.141861,P,0
106457,2006-02-16,122,120.299495,120.299495,0.145914,P,0
106457,2006-02-16,152,120.809868,120.809868,0.152781,P,0
106457,2006-02-16,182,121.323897,121.323897,0.153722,P,0
106457,2006-02-17,10,117.999339,0,,C,0
106457,2006-02-17,30,118.300846,118.300846,0.117623,C,0
106457,2006-02-17,60,118.783526,118.783526,0.107661,C,0
106457,2006-02-17,91,119.293231,119.293231,0.10765,C,0
106457,2006-02-17,122,119.810306,119.810306,0.107283,C,0
106457,2006-02-17,152,120.317168,120.317168,0.106815,C,0
106457,2006-02-17,182,120.827477,120.827477,0.106762,C,0
106457,2006-02-17,10,117.999339,0,,P,0
106457,2006-02-17,30,118.300846,118.300846,0.111508,P,0
106457,2006-02-17,60,118.783526,118.783526,0.139685,P,0
106457,2006-02-17,91,119.293231,119.293231,0.139811,P,0
106457,2006-02-17,122,119.810306,119.810306,0.145267,P,0
106457,2006-02-17,152,120.317168,120.317168,0.152077,P,0
106457,2006-02-17,182,120.827477,120.827477,0.152798,P,0
106457,2006-02-21,10,117.578798,0,,C,0
106457,2006-02-21,30,117.881519,117.881519,0.114254,C,0
106457,2006-02-21,60,118.365846,118.365846,0.10258,C,0
106457,2006-02-21,91,118.876299,118.876299,0.104151,C,0
106457,2006-02-21,122,119.394737,119.394737,0.103699,C,0
106457,2006-02-21,152,119.902902,119.902902,0.103435,C,0
106457,2006-02-21,10,117.578798,0,,P,0
106457,2006-02-21,30,117.881519,117.881519,0.141831,P,0
106457,2006-02-21,60,118.365846,118.365846,0.142152,P,0
106457,2006-02-21,91,118.876299,118.876299,0.140836,P,0
106457,2006-02-21,122,119.394737,119.394737,0.148481,P,0
106457,2006-02-21,152,119.902902,119.902902,0.153321,P,0
106457,2006-02-22,10,119.921781,0,,C,0
106457,2006-02-22,30,120.231211,120.231211,0.097893,C,0
106457,2006-02-22,60,120.725475,120.725475,0.097672,C,0
106457,2006-02-22,91,121.245921,121.245921,0.097669,C,0
106457,2006-02-22,122,121.774816,121.774816,0.097513,C,0
106457,2006-02-22,152,122.292204,122.292204,0.097161,C,0
106457,2006-02-22,10,119.921781,0,,P,0
106457,2006-02-22,30,120.231211,120.231211,0.28396,P,0
106457,2006-02-22,60,120.725475,120.725475,0.248824,P,0
106457,2006-02-22,91,121.245921,121.245921,0.153051,P,0
106457,2006-02-22,122,121.774816,121.774816,0.152815,P,0
106457,2006-02-22,152,122.292204,122.292204,0.152812,P,0
106457,2006-02-23,10,119.711506,0,,C,0
106457,2006-02-23,30,120.021481,120.021481,0.114314,C,0
106457,2006-02-23,60,120.516364,120.516364,0.097662,C,0
106457,2006-02-23,91,121.037621,121.037621,0.102109,C,0
106457,2006-02-23,122,121.56693,121.56693,0.101943,C,0
106457,2006-02-23,152,122.085832,122.085832,0.100395,C,0
106457,2006-02-23,10,119.711506,0,,P,0
106457,2006-02-23,30,120.021481,120.021481,0.121958,P,0
106457,2006-02-23,60,120.516364,120.516364,0.140716,P,0
106457,2006-02-23,91,121.037621,121.037621,0.142055,P,0
106457,2006-02-23,122,121.56693,121.56693,0.148411,P,0
106457,2006-02-23,152,122.085832,122.085832,0.154495,P,0
106457,2006-02-24,10,120.182101,0,,C,0
106457,2006-02-24,30,120.494562,120.494562,0.099332,C,0
106457,2006-02-24,60,120.99164,120.99164,0.099297,C,0
106457,2006-02-24,91,121.51519,121.51519,0.099295,C,0
106457,2006-02-24,122,122.046702,122.046702,0.099237,C,0
106457,2006-02-24,152,122.567291,122.567291,0.099134,C,0
106457,2006-02-24,10,120.182101,0,,P,0
106457,2006-02-24,30,120.494562,120.494562,0.303768,P,0
106457,2006-02-24,60,120.99164,120.99164,0.250057,P,0
106457,2006-02-24,91,121.51519,121.51519,0.154076,P,0
106457,2006-02-24,122,122.046702,122.046702,0.153879,P,0
106457,2006-02-24,152,122.567291,122.567291,0.153877,P,0
106457,2006-02-27,10,120.232223,0,,C,0
106457,2006-02-27,30,120.546771,120.546771,0.103332,C,0
106457,2006-02-27,60,121.045657,121.045657,0.10327,C,0
106457,2006-02-27,91,121.569371,121.569371,0.10324,C,0
106457,2006-02-27,122,122.101532,122.101532,0.10181,C,0
106457,2006-02-27,152,122.622579,122.622579,0.100011,C,0
106457,2006-02-27,10,120.232223,0,,P,0
106457,2006-02-27,30,120.546771,120.546771,0.325084,P,0
106457,2006-02-27,60,121.045657,121.045657,0.242481,P,0
106457,2006-02-27,91,121.569371,121.569371,0.152403,P,0
106457,2006-02-27,122,122.101532,122.101532,0.152256,P,0
106457,2006-02-27,152,122.622579,122.622579,0.152254,P,0
106457,2006-02-28,10,119.000684,0,,C,0
106457,2006-02-28,30,119.31247,119.31247,0.100876,C,0
106457,2006-02-28,60,119.805872,119.805872,0.100035,C,0
106457,2006-02-28,91,120.322892,120.322892,0.10259,C,0
106457,2006-02-28,122,120.846789,120.846789,0.101555,C,0
106457,2006-02-28,152,121.358936,121.358936,0.100877,C,0
106457,2006-02-28,10,119.000684,0,,P,0
106457,2006-02-28,30,119.31247,119.31247,0.143431,P,0
106457,2006-02-28,60,119.805872,119.805872,0.145264,P,0
106457,2006-02-28,91,120.322892,120.322892,0.144536,P,0
106457,2006-02-28,122,120.846789,120.846789,0.15199,P,0
106457,2006-02-28,152,121.358936,121.358936,0.154775,P,0
106457,2006-03-01,10,119.68156,0,,C,0
106457,2006-03-01,30,119.995631,119.995631,0.182442,C,0
106457,2006-03-01,60,120.492604,120.492604,0.172804,C,0
106457,2006-03-01,91,121.013495,121.013495,0.103364,C,0
106457,2006-03-01,122,121.541894,121.541894,0.100417,C,0
106457,2006-03-01,152,122.058817,122.058817,0.100414,C,0
106457,2006-03-01,10,119.68156,0,,P,0
106457,2006-03-01,30,119.995631,119.995631,0.1885,P,0
106457,2006-03-01,60,120.492604,120.492604,0.138341,P,0
106457,2006-03-01,91,121.013495,121.013495,0.138749,P,0
106457,2006-03-01,122,121.541894,121.541894,0.147736,P,0
106457,2006-03-01,152,122.058817,122.058817,0.150164,P,0
106457,2006-03-02,10,119.13092,0,,C,0
106457,2006-03-02,30,119.444541,119.444541,0.187123,C,0
106457,2006-03-02,60,119.940182,119.940182,0.157906,C,0
106457,2006-03-02,91,120.459274,120.459274,0.118198,C,0
106457,2006-03-02,122,120.986471,120.986471,0.098564,C,0
106457,2006-03-02,152,121.502164,121.502164,0.09812,C,0
106457,2006-03-02,10,119.13092,0,,P,0
106457,2006-03-02,30,119.444541,119.444541,0.172939,P,0
106457,2006-03-02,60,119.940182,119.940182,0.140422,P,0
106457,2006-03-02,91,120.459274,120.459274,0.140849,P,0
106457,2006-03-02,122,120.986471,120.986471,0.149993,P,0
106457,2006-03-02,152,121.502164,121.502164,0.1526,P,0
106457,2006-03-03,10,118.760469,0,,C,0
106457,2006-03-03,30,119.074261,119.074261,0.188245,C,0
106457,2006-03-03,60,119.569838,119.569838,0.156059,C,0
106457,2006-03-03,91,120.088363,120.088363,0.114732,C,0
106457,2006-03-03,122,120.614749,120.614749,0.102552,C,0
106457,2006-03-03,152,121.129984,121.129984,0.102375,C,0
106457,2006-03-03,10,118.760469,0,,P,0
106457,2006-03-03,30,119.074261,119.074261,0.15647,P,0
106457,2006-03-03,60,119.569838,119.569838,0.136725,P,0
106457,2006-03-03,91,120.088363,120.088363,0.13725,P,0
106457,2006-03-03,122,120.614749,120.614749,0.147237,P,0
106457,2006-03-03,152,121.129984,121.129984,0.149749,P,0
106457,2006-03-06,10,118.290096,0,,C,0
106457,2006-03-06,30,118.605569,118.605569,0.20061,C,0
106457,2006-03-06,60,119.10143,119.10143,0.153127,C,0
106457,2006-03-06,91,119.619516,119.619516,0.105089,C,0
106457,2006-03-06,122,120.146095,120.146095,0.099764,C,0
106457,2006-03-06,152,120.661686,120.661686,0.099711,C,0
106457,2006-03-06,10,118.290096,0,,P,0
106457,2006-03-06,30,118.605569,118.605569,0.148699,P,0
106457,2006-03-06,60,119.10143,119.10143,0.146586,P,0
106457,2006-03-06,91,119.619516,119.619516,0.146443,P,0
106457,2006-03-06,122,120.146095,120.146095,0.154416,P,0
106457,2006-03-06,152,120.661686,120.661686,0.155434,P,0
106457,2006-03-07,10,118.450533,0,,C,0
106457,2006-03-07,30,118.767399,118.767399,0.101809,C,0
106457,2006-03-07,60,119.265009,119.265009,0.105373,C,0
106457,2006-03-07,91,119.785059,119.785059,0.10625,C,0
106457,2006-03-07,122,120.313819,120.313819,0.106595,C,0
106457,2006-03-07,152,120.831474,120.831474,0.106644,C,0
106457,2006-03-07,10,118.450533,0,,P,0
106457,2006-03-07,30,118.767399,118.767399,0.146397,P,0
106457,2006-03-07,60,119.265009,119.265009,0.144289,P,0
106457,2006-03-07,91,119.785059,119.785059,0.144427,P,0
106457,2006-03-07,122,120.313819,120.313819,0.154373,P,0
106457,2006-03-07,152,120.831474,120.831474,0.15547,P,0
106457,2006-03-08,10,118.631026,0,,C,0
106457,2006-03-08,30,118.949279,118.949279,0.204539,C,0
106457,2006-03-08,60,119.448048,119.448048,0.160211,C,0
106457,2006-03-08,91,119.969091,119.969091,0.10751,C,0
106457,2006-03-08,122,120.498306,120.498306,0.101106,C,0
106457,2006-03-08,152,121.015821,121.015821,0.101047,C,0
106457,2006-03-08,10,118.631026,0,,P,0
106457,2006-03-08,30,118.949279,118.949279,0.150982,P,0
106457,2006-03-08,60,119.448048,119.448048,0.147647,P,0
106457,2006-03-08,91,119.969091,119.969091,0.147553,P,0
106457,2006-03-08,122,120.498306,120.498306,0.15732,P,0
106457,2006-03-08,152,121.015821,121.015821,0.158276,P,0
106457,2006-03-09,10,117.739444,0,,C,0
106457,2006-03-09,30,118.051777,118.051777,0.100166,C,0
106457,2006-03-09,60,118.536809,118.536809,0.106777,C,0
106457,2006-03-09,91,119.054369,119.054369,0.107223,C,0
106457,2006-03-09,122,119.580068,119.580068,0.1078,C,0
106457,2006-03-09,152,120.093806,120.093806,0.107826,C,0
106457,2006-03-09,10,117.739444,0,,P,0
106457,2006-03-09,30,118.051777,118.051777,0.153607,P,0
106457,2006-03-09,60,118.536809,118.536809,0.150427,P,0
106457,2006-03-09,91,119.054369,119.054369,0.151483,P,0
106457,2006-03-09,122,119.580068,119.580068,0.160485,P,0
106457,2006-03-09,152,120.093806,120.093806,0.160962,P,0
106457,2006-03-10,10,118.570843,0,,C,0
106457,2006-03-10,30,118.886995,118.886995,0.100544,C,0
106457,2006-03-10,60,119.37738,119.37738,0.106238,C,0
106457,2006-03-10,91,119.9012,119.9012,0.106928,C,0
106457,2006-03-10,122,120.433415,120.433415,0.106446,C,0
106457,2006-03-10,152,120.953766,120.953766,0.10641,C,0
106457,2006-03-10,10,118.570843,0,,P,0
106457,2006-03-10,30,118.886995,118.886995,0.143135,P,0
106457,2006-03-10,60,119.37738,119.37738,0.14361,P,0
106457,2006-03-10,91,119.9012,119.9012,0.144954,P,0
106457,2006-03-10,122,120.433415,120.433415,0.154464,P,0
106457,2006-03-10,152,120.953766,120.953766,0.155059,P,0
106457,2006-03-13,10,118.661204,0,,C,0
106457,2006-03-13,30,118.978277,118.978277,0.214995,C,0
106457,2006-03-13,60,119.472172,119.472172,0.157278,C,0
106457,2006-03-13,91,119.99741,119.99741,0.106333,C,0
106457,2006-03-13,122,120.531646,120.531646,0.103437,C,0
106457,2006-03-13,152,121.05425,121.05425,0.103418,C,0
106457,2006-03-13,10,118.661204,0,,P,0
106457,2006-03-13,30,118.978277,118.978277,0.1457,P,0
106457,2006-03-13,60,119.472172,119.472172,0.145885,P,0
106457,2006-03-13,91,119.99741,119.99741,0.147687,P,0
106457,2006-03-13,122,120.531646,120.531646,0.156518,P,0
106457,2006-03-13,152,121.05425,121.05425,0.156888,P,0
106457,2006-03-14,10,120.093281,0,,C,0
106457,2006-03-14,30,120.41422,120.41422,0.091748,C,0
106457,2006-03-14,60,120.912475,120.912475,0.100408,C,0
106457,2006-03-14,91,121.439244,121.439244,0.101545,C,0
106457,2006-03-14,122,121.973139,121.973139,0.101493,C,0
106457,2006-03-14,152,122.494064,122.494064,0.101515,C,0
106457,2006-03-14,10,120.093281,0,,P,0
106457,2006-03-14,30,120.41422,120.41422,0.140345,P,0
106457,2006-03-14,60,120.912475,120.912475,0.142163,P,0
106457,2006-03-14,91,121.439244,121.439244,0.145155,P,0
106457,2006-03-14,122,121.973139,121.973139,0.154682,P,0
106457,2006-03-14,152,122.494064,122.494064,0.154718,P,0
106457,2006-03-15,10,120.403872,0,,C,0
106457,2006-03-15,30,120.72566,120.72566,0.189494,C,0
106457,2006-03-15,60,121.22664,121.22664,0.17965,C,0
106457,2006-03-15,91,121.755848,121.755848,0.096109,C,0
106457,2006-03-15,122,122.292297,122.292297,0.096068,C,0
106457,2006-03-15,152,122.816107,122.816107,0.096068,C,0
106457,2006-03-15,10,120.403872,0,,P,0
106457,2006-03-15,30,120.72566,120.72566,0.211039,P,0
106457,2006-03-15,60,121.22664,121.22664,0.157691,P,0
106457,2006-03-15,91,121.755848,121.755848,0.15689,P,0
106457,2006-03-15,122,122.292297,122.292297,0.156673,P,0
106457,2006-03-15,152,122.816107,122.816107,0.156412,P,0
106457,2006-03-16,10,120.736329,0,,C,0
106457,2006-03-16,30,121.059647,121.059647,0.07932,C,0
106457,2006-03-16,60,121.560845,121.560845,0.109084,C,0
106457,2006-03-16,91,122.087592,122.087592,0.104494,C,0
106457,2006-03-16,122,122.619105,122.619105,0.096841,C,0
106457,2006-03-16,152,123.136752,123.136752,0.096702,C,0
106457,2006-03-16,10,120.736329,0,,P,0
106457,2006-03-16,30,121.059647,121.059647,0.146933,P,0
106457,2006-03-16,60,121.560845,121.560845,0.146727,P,0
106457,2006-03-16,91,122.087592,122.087592,0.150987,P,0
106457,2006-03-16,122,122.619105,122.619105,0.157555,P,0
106457,2006-03-16,152,123.136752,123.136752,0.157494,P,0
106457,2006-03-17,10,120.977578,0,,C,0
106457,2006-03-17,30,121.30109,121.30109,0.180105,C,0
106457,2006-03-17,60,121.80462,121.80462,0.163501,C,0
106457,2006-03-17,91,122.332963,122.332963,0.160358,C,0
106457,2006-03-17,122,122.86649,122.86649,0.104926,C,0
106457,2006-03-17,152,123.386732,123.386732,0.097626,C,0
106457,2006-03-17,10,120.977578,0,,P,0
106457,2006-03-17,30,121.30109,121.30109,0.188945,P,0
106457,2006-03-17,60,121.80462,121.80462,0.155074,P,0
106457,2006-03-17,91,122.332963,122.332963,0.151377,P,0
106457,2006-03-17,122,122.86649,122.86649,0.151288,P,0
106457,2006-03-17,152,123.386732,123.386732,0.150998,P,0
106457,2006-03-20,10,121.359211,0,,C,0
106457,2006-03-20,30,121.684065,121.684065,0.082687,C,0
106457,2006-03-20,60,122.191101,122.191101,0.100584,C,0
106457,2006-03-20,91,122.722314,122.722314,0.095659,C,0
106457,2006-03-20,122,123.257942,123.257942,0.094783,C,0
106457,2006-03-20,152,123.780253,123.780253,0.094962,C,0
106457,2006-03-20,182,124.305152,124.305152,0.095419,C,0
106457,2006-03-20,10,121.359211,0,,P,0
106457,2006-03-20,30,121.684065,121.684065,0.15709,P,0
106457,2006-03-20,60,122.191101,122.191101,0.150863,P,0
106457,2006-03-20,91,122.722314,122.722314,0.155202,P,0
106457,2006-03-20,122,123.257942,123.257942,0.157382,P,0
106457,2006-03-20,152,123.780253,123.780253,0.158044,P,0
106457,2006-03-20,182,124.305152,124.305152,0.159911,P,0
106457,2006-03-21,10,120.20854,0,,C,0
106457,2006-03-21,30,120.530541,120.530541,0.094124,C,0
106457,2006-03-21,60,121.035699,121.035699,0.101768,C,0
106457,2006-03-21,91,121.566458,121.566458,0.100143,C,0
106457,2006-03-21,122,122.102639,122.102639,0.097756,C,0
106457,2006-03-21,152,122.625716,122.625716,0.09778,C,0
106457,2006-03-21,182,123.151985,123.151985,0.097873,C,0
106457,2006-03-21,10,120.20854,0,,P,0
106457,2006-03-21,30,120.530541,120.530541,0.156327,P,0
106457,2006-03-21,60,121.035699,121.035699,0.148929,P,0
106457,2006-03-21,91,121.566458,121.566458,0.15335,P,0
106457,2006-03-21,122,122.102639,122.102639,0.157572,P,0
106457,2006-03-21,152,122.625716,122.625716,0.158749,P,0
106457,2006-03-21,182,123.151985,123.151985,0.161542,P,0
106457,2006-03-22,10,121.270758,0,,C,0
106457,2006-03-22,30,121.596067,121.596067,0.087617,C,0
106457,2006-03-22,60,122.10606,122.10606,0.1017,C,0
106457,2006-03-22,91,122.641898,122.641898,0.098991,C,0
106457,2006-03-22,122,123.183278,123.183278,0.098565,C,0
106457,2006-03-22,152,123.712049,123.712049,0.098377,C,0
106457,2006-03-22,182,124.24415,124.24415,0.097954,C,0
106457,2006-03-22,10,121.270758,0,,P,0
106457,2006-03-22,30,121.596067,121.596067,0.152511,P,0
106457,2006-03-22,60,122.10606,122.10606,0.150168,P,0
106457,2006-03-22,91,122.641898,122.641898,0.155081,P,0
106457,2006-03-22,122,123.183278,123.183278,0.156771,P,0
106457,2006-03-22,152,123.712049,123.712049,0.157819,P,0
106457,2006-03-22,182,124.24415,124.24415,0.160703,P,0
106457,2006-03-23,10,120.176391,0,,C,0
106457,2006-03-23,30,120.498574,120.498574,0.216628,C,0
106457,2006-03-23,60,121.004417,121.004417,0.160055,C,0
106457,2006-03-23,91,121.536666,121.536666,0.124058,C,0
106457,2006-03-23,122,121.412131,121.412131,0.122826,C,0
106457,2006-03-23,152,121.934519,121.934519,0.123082,C,0
106457,2006-03-23,182,122.460942,122.460942,0.123677,C,0
106457,2006-03-23,10,120.176391,0,,P,0
106457,2006-03-23,30,120.498574,120.498574,0.265835,P,0
106457,2006-03-23,60,121.004417,121.004417,0.145495,P,0
106457,2006-03-23,91,121.536666,121.536666,0.138534,P,0
106457,2006-03-23,122,121.412131,121.412131,0.140305,P,0
106457,2006-03-23,152,121.934519,121.934519,0.140299,P,0
106457,2006-03-23,182,122.460942,122.460942,0.141626,P,0
106457,2006-03-24,10,120.36147,0,,C,0
106457,2006-03-24,30,120.684496,120.684496,0.109812,C,0
106457,2006-03-24,60,121.189144,121.189144,0.11622,C,0
106457,2006-03-24,91,121.71801,121.71801,0.119473,C,0
106457,2006-03-24,122,121.586073,121.586073,0.121629,C,0
106457,2006-03-24,152,122.104018,122.104018,0.121626,C,0
106457,2006-03-24,182,122.6249,122.6249,0.122753,C,0
106457,2006-03-24,10,120.36147,0,,P,0
106457,2006-03-24,30,120.684496,120.684496,0.126315,P,0
106457,2006-03-24,60,121.189144,121.189144,0.13059,P,0
106457,2006-03-24,91,121.71801,121.71801,0.13451,P,0
106457,2006-03-24,122,121.586073,121.586073,0.13806,P,0
106457,2006-03-24,152,122.104018,122.104018,0.138718,P,0
106457,2006-03-24,182,122.6249,122.6249,0.141401,P,0
106457,2006-03-27,10,120.381586,0,,C,0
106457,2006-03-27,30,120.70616,120.70616,0.117473,C,0
106457,2006-03-27,60,121.212086,121.212086,0.120331,C,0
106457,2006-03-27,91,121.079137,121.079137,0.124178,C,0
106457,2006-03-27,122,121.611107,121.611107,0.123253,C,0
106457,2006-03-27,152,122.130268,122.130268,0.123564,C,0
106457,2006-03-27,182,122.651996,122.651996,0.124922,C,0
106457,2006-03-27,10,120.381586,0,,P,0
106457,2006-03-27,30,120.70616,120.70616,0.121261,P,0
106457,2006-03-27,60,121.212086,121.212086,0.128243,P,0
106457,2006-03-27,91,121.079137,121.079137,0.137072,P,0
106457,2006-03-27,122,121.611107,121.611107,0.138673,P,0
106457,2006-03-27,152,122.130268,122.130268,0.138668,P,0
